time,location,growth
220,NJ,405
220,NY,669
220,Other,20733
220,South,9869
220,TX,5239
221,CA,4362
221,FL,3197
221,MI,0
221,NJ,375
221,NY,694
221,Other,20154
221,South,8855
221,TX,5039
222,CA,3741
222,FL,2583
222,MI,1390
222,NJ,316
222,NY,713
222,Other,15585
222,South,7295
222,TX,2773
223,CA,6664
223,FL,1885
223,MI,499
223,NJ,402
223,NY,685
223,Other,14472
223,South,7532
223,TX,3336
224,CA,3108
224,FL,7569
224,MI,795
224,NJ,379
224,NY,603
224,Other,16308
224,South,7875
224,TX,5030
225,CA,5548
225,FL,2402
225,MI,648
225,NJ,346
225,NY,648
225,Other,18218
225,South,8955
225,TX,4175
226,CA,4966
226,FL,3571
226,MI,774
226,NJ,426
226,NY,917
226,Other,20037
226,South,9836
226,TX,3558
227,CA,4745
227,FL,3198
227,MI,1053
227,NJ,512
227,NY,870
227,Other,24853
227,South,9196
227,TX,5988
228,CA,4511
228,FL,3656
228,MI,896
228,NJ,368
228,NY,820
228,Other,21108
228,South,7164
228,TX,4459
229,CA,3393
229,FL,2564
229,MI,0
229,NJ,340
229,NY,736
229,Other,14285
229,South,7481
229,TX,2500
230,CA,2060
230,FL,1838
230,MI,1212
230,NJ,366
230,NY,567
230,Other,12413
230,South,4145
230,TX,867
231,CA,3449
231,FL,1823
231,MI,499
231,NJ,351
231,NY,502
231,Other,12337
231,South,4843
231,TX,3631
232,CA,2932
232,FL,2167
232,MI,970
232,NJ,396
232,NY,592
232,Other,14417
232,South,7410
232,TX,4870
233,CA,3605
233,FL,2472
233,MI,974
233,NJ,471
233,NY,662
233,Other,18623
233,South,7581
233,TX,1732
234,CA,3985
234,FL,3650
234,MI,1405
234,NJ,530
234,NY,1031
234,Other,21305
234,South,9813
