time,location,growth
90,South Korea,2
90,Wave 3,287
90,India,33
90,Other,2835
91,USA,2548
91,NL,165
91,Italy,534
91,China,0
91,South Korea,1
91,Wave 3,423
91,India,53
91,Other,3467
92,USA,2434
92,NL,139
92,Italy,437
92,China,0
92,South Korea,1
92,Wave 3,434
92,India,36
92,Other,3246
93,USA,2469
93,NL,124
93,Italy,464
93,China,0
93,South Korea,2
93,Wave 3,646
93,India,40
93,Other,3096
94,USA,2154
94,NL,112
94,Italy,420
94,China,0
94,South Korea,0
94,Wave 3,679
94,India,59
94,Other,3233
95,USA,1698
95,NL,120
95,Italy,415
95,China,0
95,South Korea,2
95,Wave 3,606
95,India,45
95,Other,2746
96,USA,1329
96,NL,67
96,Italy,260
96,China,1
96,South Korea,1
96,Wave 3,396
96,India,56
96,Other,1824
97,USA,1466
97,NL,43
97,Italy,333
97,China,0
97,South Korea,1
97,Wave 3,542
97,India,58
97,Other,2231
98,USA,2241
98,NL,48
98,Italy,382
98,China,0
98,South Korea,2
98,Wave 3,811
98,India,69
98,Other,2994
99,USA,2521
99,NL,145
99,Italy,323
99,China,0
99,South Korea,1
99,Wave 3,851
99,India,71
99,Other,2816
100,USA,2322
100,NL,84
100,Italy,285
100,China,0
100,South Korea,1
100,Wave 3,882
100,India,75
100,Other,2253
101,USA,1891
101,NL,98
101,Italy,269
101,China,0
101,South Korea,2
101,Wave 3,727
101,India,69
101,Other,2107
102,USA,1692
102,NL,94
102,Italy,474
102,China,0
102,South Korea,0
102,Wave 3,609
102,India,100
102,Other,2514
103,USA,1120
103,NL,69
103,Italy,174
103,China,0
103,South Korea,2
103,Wave 3,569
103,India,68
103,Other,1487
104,USA,1333
104,NL,26
104,Italy,195
104,China,0
104,South Korea,2
104,Wave 3,627
104,India,175
104,Other,1756
105,USA,2318
105,NL,87
105,Italy,236
105,China,0
105,South Korea,1
105,Wave 3,1067
105,India,127
105,Other,2070
106,USA,2364
106,NL,36
106,Italy,369
106,China,0
106,South Korea,1
106,Wave 3,1061
106,India,92
106,Other,2640
107,USA,1934
107,NL,85
107,Italy,274
107,China,0
107,South Korea,0
107,Wave 3,1082
107,India,104
107,Other,1823
108,USA,1747
108,NL,71
108,Italy,243
108,China,0
108,South Korea,0
108,Wave 3,1274
108,India,96
108,Other,2044
109,USA,1488
109,NL,64
109,Italy,194
109,China,0
109,South Korea,0
109,Wave 3,1087
109,India,116
109,Other,1284
110,USA,893
110,NL,18
110,Italy,165
110,China,0
110,South Korea,0
110,Wave 3,818
110,India,111
110,Other,1582
111,USA,1014
111,NL,16
111,Italy,179
111,China,0
111,South Korea,2
111,Wave 3,866
111,India,82
111,Other,1321
112,USA,1627
112,NL,54
112,Italy,172
112,China,0
112,South Korea,1
112,Wave 3,1420
112,India,121
112,Other,2140
113,USA,1764
113,NL,52
113,Italy,195
113,China,0
113,South Korea,1
113,Wave 3,1329
113,India,136
113,Other,1615
114,USA,1783
114,NL,28
114,Italy,262
114,China,0
114,South Korea,0
114,Wave 3,1317
114,India,98
114,Other,1702
115,USA,1681
115,NL,53
115,Italy,242
115,China,0
115,South Korea,2
115,Wave 3,1541
115,India,104
115,Other,1510
116,USA,1216
116,NL,27
116,Italy,153
116,China,1
116,South Korea,0
116,Wave 3,1320
116,India,118
116,Other,1285
117,USA,758
117,NL,10
117,Italy,145
117,China,0
117,South Korea,1
117,Wave 3,890
117,India,154
117,Other,1330
118,USA,1172
118,NL,14
118,Italy,99
118,China,0
118,South Korea,0
118,Wave 3,1215
118,India,131
118,Other,1069
119,USA,1552
119,NL,21
119,Italy,162
119,China,0
119,South Korea,0
119,Wave 3,1811
119,India,146
119,Other,1054
120,USA,1526
120,NL,33
120,Italy,161
120,China,0
120,South Korea,1
120,Wave 3,1638
120,India,132
120,Other,1277
121,USA,1217
121,NL,27
121,Italy,156
121,China,0
121,South Korea,0
121,Wave 3,1988
121,India,150
121,Other,1193
122,USA,1244
122,NL,13
122,Italy,130
122,China,0
122,South Korea,2
122,Wave 3,1838
122,India,142
122,Other,1825
123,USA,1109
123,NL,23
123,Italy,119
123,China,0
123,South Korea,0
123,Wave 3,1533
123,India,142
123,Other,965
124,USA,622
124,NL,11
124,Italy,50
124,China,0
124,South Korea,1
124,Wave 3,1222
124,India,156
124,Other,1066
125,USA,548
125,NL,8
125,Italy,92
125,China,0
125,South Korea,2
125,Wave 3,1414
125,India,148
125,Other,-1020
126,USA,662
126,NL,26
126,Italy,78
126,China,0
126,South Korea,0
126,Wave 3,1979
126,India,172
126,Other,1201
127,USA,1518
127,NL,15
127,Italy,117
127,China,0
127,South Korea,0
127,Wave 3,2011
127,India,190
127,Other,1295
128,USA,1178
128,NL,32
128,Italy,70
128,China,0
128,South Korea,0
128,Wave 3,2030
128,India,177
128,Other,1131
129,USA,1160
129,NL,28
129,Italy,87
129,China,0
129,South Korea,0
129,Wave 3,2030
129,India,269
129,Other,1018
130,USA,963
130,NL,20
130,Italy,111
130,China,0
130,South Korea,1
130,Wave 3,1833
130,India,205
130,Other,941
131,USA,581
131,NL,5
131,Italy,75
131,China,0
131,South Korea,1
131,Wave 3,1084
131,India,223
131,Other,899
132,USA,776
132,NL,6
132,Italy,60
132,China,0
132,South Korea,1
132,Wave 3,1325
132,India,200
132,Other,708
133,USA,1068
133,NL,5
133,Italy,55
133,China,0
133,South Korea,1
133,Wave 3,2250
133,India,221
133,Other,1142
134,USA,1007
134,NL,10
134,Italy,71
134,China,0
134,South Korea,0
134,Wave 3,2981
134,India,259
134,Other,1121
135,USA,1023
135,NL,13
135,Italy,88
135,China,0
135,South Korea,0
135,Wave 3,2810
135,India,275
135,Other,925
136,USA,914
136,NL,15
136,Italy,85
136,China,0
136,South Korea,0
136,Wave 3,2155
136,India,286
136,Other,1119
137,USA,659
137,NL,6
137,Italy,72
137,China,0
137,South Korea,0
137,Wave 3,1810
137,India,297
137,Other,968
138,USA,438
138,NL,2
138,Italy,53
138,China,0
138,South Korea,0
138,Wave 3,1250
138,India,261
138,Other,737
139,USA,519
139,NL,3
139,Italy,65
139,China,0
139,South Korea,1
139,Wave 3,2059
139,India,266
139,Other,788
140,USA,950
140,NL,15
140,Italy,79
140,China,0
140,South Korea,2
140,Wave 3,2390
140,India,277
140,Other,1142
141,USA,901
141,NL,11
141,Italy,71
141,China,0
141,South Korea,0
141,Wave 3,2729
141,India,352
141,Other,997
142,USA,871
142,NL,2
142,Italy,53
142,China,0
142,South Korea,1
142,Wave 3,2538
142,India,396
142,Other,838
143,USA,828
143,NL,9
143,Italy,56
143,China,0
143,South Korea,0
143,Wave 3,1900
143,India,386
143,Other,1044
144,USA,759
144,NL,4
144,Italy,78
144,China,0
144,South Korea,0
144,Wave 3,2052
144,India,311
144,Other,973
145,USA,308
145,NL,2
145,Italy,44
145,China,0
145,South Korea,0
145,Wave 3,1852
145,India,325
145,Other,876
146,USA,394
146,NL,6
146,Italy,26
146,China,0
146,South Korea,1
146,Wave 3,1607
146,India,380
146,Other,1016
147,USA,838
147,NL,5
147,Italy,34
147,China,0
147,South Korea,1
147,Wave 3,2652
147,India,2003
147,Other,1202
148,USA,744
148,NL,4
148,Italy,43
148,China,0
148,South Korea,1
148,Wave 3,2866
148,India,334
148,Other,1110
149,USA,718
149,NL,4
149,Italy,66
149,China,0
149,South Korea,0
149,Wave 3,2739
149,India,336
149,Other,1127
150,USA,670
150,NL,3
150,Italy,47
150,China,0
150,South Korea,0
150,Wave 3,2728
150,India,375
150,Other,2336
151,USA,604
151,NL,8
151,Italy,49
151,China,1
151,South Korea,0
151,Wave 3,2175
151,India,306
151,Other,1058
152,USA,285
152,NL,1
152,Italy,24
152,China,0
152,South Korea,0
152,Wave 3,2301
152,India,445
152,Other,945
153,USA,389
153,NL,0
153,Italy,23
153,China,0
153,South Korea,1
153,Wave 3,1918
153,India,312
153,Other,921
154,USA,847
154,NL,5
154,Italy,18
154,China,1
154,South Korea,0
154,Wave 3,2646
154,India,465
154,Other,1246
155,USA,759
155,NL,2
155,Italy,-31
155,China,0
155,South Korea,1
155,Wave 3,2920
155,India,418
155,Other,1104
156,USA,551
156,NL,3
156,Italy,34
156,China,1
156,South Korea,0
156,Wave 3,2454
156,India,407
156,Other,1249
157,USA,617
157,NL,3
157,Italy,30
157,China,0
157,South Korea,0
157,Wave 3,2387
157,India,384
157,Other,1277
158,USA,504
158,NL,2
158,Italy,8
158,China,0
158,South Korea,0
158,Wave 3,2528
158,India,410
158,Other,1013
159,USA,273
159,NL,0
159,Italy,22
159,China,0
159,South Korea,0
159,Wave 3,1397
159,India,380
159,Other,1066
160,USA,377
160,NL,2
160,Italy,6
160,China,0
160,South Korea,0
160,Wave 3,1740
160,India,418
160,Other,1180
161,USA,625
161,NL,6
161,Italy,23
161,China,0
161,South Korea,0
161,Wave 3,2573
161,India,507
161,Other,1192
162,USA,694
162,NL,2
162,Italy,21
162,China,0
162,South Korea,0
162,Wave 3,2410
162,India,434
162,Other,1369
163,USA,727
163,NL,3
163,Italy,30
163,China,0
163,South Korea,0
163,Wave 3,2600
163,India,379
163,Other,1331
164,USA,660
164,NL,2
164,Italy,15
164,China,0
164,South Korea,1
164,Wave 3,2524
164,India,442
164,Other,1292
165,USA,265
165,NL,6
165,Italy,21
165,China,0
165,South Korea,0
165,Wave 3,2261
165,India,613
165,Other,1198
166,USA,288
166,NL,1
166,Italy,7
166,China,0
166,South Korea,1
166,Wave 3,1558
166,India,425
166,Other,1192
167,USA,355
167,NL,1
167,Italy,8
167,China,0
167,South Korea,1
167,Wave 3,1667
167,India,466
167,Other,1323
168,USA,1222
168,NL,4
168,Italy,30
168,China,0
168,South Korea,0
168,Wave 3,2764
168,India,483
168,Other,1527
169,USA,863
169,NL,3
169,Italy,15
169,China,0
169,South Korea,2
169,Wave 3,2646
169,India,487
169,Other,1257
170,USA,1003
